city,country,category,name,address,why_it_matters,associated_person_or_event,source_url
London,UK,History,Handel House (Handel & Hendrix in London),"25 Brook Street, London W1K 4HB","Handel lived here for decades, composing and rehearsing works that defined London’s musical life in the 18th century.",,https://handelhendrix.org/
London,UK,History,10 Downing Street,"10 Downing Street, London SW1A 2AA, UK",The official residence and office of the UK Prime Minister; it is inseparable from modern British state leadership. Winston Churchill directed Britain’s wartime government from here during the Second World War.,Winston Churchill,https://en.wikipedia.org/wiki/10_Downing_Street
London,UK,History,Bunhill Fields Burial Ground (William Blake grave marker area),"Bunhill Fields Burial Ground, City Road, London EC1Y 2BG, UK","Bunhill Fields is the burial place associated with William Blake, whose life and work became central to British cultural history. The site provides a precise, place-based connection to Blake’s legacy in London.",William Blake,https://en.wikipedia.org/wiki/Bunhill_Fields
London,UK,History,Highgate Cemetery (Karl Marx grave),"Swain's Lane, Highgate, London N6 6PJ, UK",Marx’s grave is a major memorial linked to the global history of socialism and political economy. This specific burial site in London is closely associated with his posthumous influence and commemoration.,Karl Marx,https://highgatecemetery.org/
London,UK,History,Dr Johnson's House,"17 Gough Square, London EC4A 3DE, UK","Samuel Johnson lived and worked here while compiling 'A Dictionary of the English Language,' a landmark in cultural and intellectual history. The house is strongly associated with Johnson’s London life and scholarship.",Samuel Johnson,https://www.drjohnsonshouse.org/
London,UK,History,Keats House,"10 Keats Grove, Hampstead, London NW3 2RR, UK","John Keats lived here and wrote some of his best-known poetry, a cornerstone of English literary history. The house is a specific, well-documented residence connected to his final creative period in London.",John Keats,https://www.cityoflondon.gov.uk/things-to-do/attractions-museums-and-galleries/keats-house
London,UK,Religion,St Paul’s Cathedral (John Donne memorial and burial),"St. Paul’s Churchyard, London EC4M 8AD, UK",Poet-preacher John Donne served as Dean of St Paul’s; his famous memorial effigy and burial are inside the cathedral he led.,John Donne,https://en.wikipedia.org/wiki/John_Donne
London,UK,Religion,Theosophical Society in England,"50 Gloucester Place, London W1U 8EA, UK","A longstanding London base for the Theosophical Society, closely associated with the movement’s key figures such as Helena P. Blavatsky and Annie Besant in British religious-esoteric history.",Helena P. Blavatsky / Annie Besant,https://en.wikipedia.org/wiki/Theosophical_Society_in_England
London,UK,Religion,Wesley’s Chapel (City Road Chapel),"49 City Road, London EC1Y 1AU, UK","Built to Wesley’s direction in 1778, this was a major preaching base for early Methodism and remains closely identified with his ministry.",John Wesley,https://en.wikipedia.org/wiki/Wesley%27s_Chapel
London,UK,Religion,"Brompton Oratory (The London Oratory, Holy Trinity Church)","Brompton Road, London SW7 2RP, UK","Cardinal John Henry Newman, a major figure in modern Catholic thought, founded the Oratory in England and is closely associated with this London church community.",John Henry Newman,https://en.wikipedia.org/wiki/London_Oratory
London,UK,Religion,Bevis Marks Synagogue,"4 Heneage Lane, London EC3A 5DQ, UK","London’s historic Sephardi synagogue is strongly linked to Rabbi David Nieto, a prominent early-18th-century leader who shaped Anglo-Jewish religious life.",Rabbi David Nieto,https://en.wikipedia.org/wiki/Bevis_Marks_Synagogue
London,UK,Religion,"Sri Guru Singh Sabha Gurdwara, Southall","Park Avenue, Southall, London UB1 3AG, UK",,,https://en.wikipedia.org/wiki/Sri_Guru_Singh_Sabha
London,UK,Religion,"BAPS Shri Swaminarayan Mandir, London (Neasden Temple)","105–119 Brentfield Road, Neasden, London NW10 8LD, UK",,,https://en.wikipedia.org/wiki/BAPS_Shri_Swaminarayan_Mandir_London
London,UK,Religion,Bunhill Fields Burial Ground,"City Road, London EC1Y 2BG, UK",,,https://en.wikipedia.org/wiki/Bunhill_Fields
London,UK,Religion,East London Mosque,"82–92 Whitechapel Road, London E1 1JQ, UK",,,https://en.wikipedia.org/wiki/East_London_Mosque
London,UK,Religion,London Buddhist Centre,"51 Roman Road, London E2 0HU, UK",,,https://en.wikipedia.org/wiki/London_Buddhist_Centre
London,UK,Religion,Westminster Cathedral,"Victoria Street, London SW1P 1LT, UK",,,https://en.wikipedia.org/wiki/Westminster_Cathedral
London,UK,Religion,Westminster Abbey,"Dean's Yard, Westminster, London SW1P 3PA, UK",,,https://en.wikipedia.org/wiki/Westminster_Abbey
London,UK,Religion,Temple Church,"Temple, London EC4Y 7BB, UK",,,https://en.wikipedia.org/wiki/Temple_Church
London,UK,Religion,Baitul Futuh Mosque (Ahmadiyya Muslim Community),"181 London Road, Morden, London SM4 5PT, UK",,,https://en.wikipedia.org/wiki/Baitul_Futuh_Mosque
London,UK,Religion,Tyburn Convent (Tyburn Martyrs Shrine),"8 Hyde Park Place, London W2 2LJ, UK",,,https://en.wikipedia.org/wiki/Tyburn_Convent
London,UK,Pop Culture,Abbey Road Studios (EMI Recording Studios),"3 Abbey Road, St John's Wood, London NW8 9AY, UK",,,https://en.wikipedia.org/wiki/Abbey_Road_Studios
London,UK,Pop Culture,Ronnie Scott’s Jazz Club,"47 Frith Street, Soho, London W1D 4HT, UK",,,https://en.wikipedia.org/wiki/Ronnie_Scott%27s_Jazz_Club
London,UK,Pop Culture,Regent Sound Studio (Rolling Stones Early Recordings),"4 Denmark Street, London WC2H 8LP, UK",,,https://en.wikipedia.org/wiki/Regent_Sound_Studios
London,UK,Pop Culture,Eel Pie Island (1960s R&B/Rock Scene),"Eel Pie Island, Twickenham, London TW1 3DY, UK",,,https://en.wikipedia.org/wiki/Eel_Pie_Island
London,UK,Pop Culture,SEX (Vivienne Westwood & Malcolm McLaren Boutique),"430 King's Road, London SW10 0LJ, UK",,,https://en.wikipedia.org/wiki/SEX_(boutique)
London,UK,Pop Culture,Air Studios (Lyndhurst Hall),"1 Lyndhurst Road, Hampstead, London NW3 5NG, UK",,,https://en.wikipedia.org/wiki/AIR_Studios
London,UK,Pop Culture,Apple Corps / Apple Records (incl. rooftop concert site),"3 Savile Row, Mayfair, London W1S 3PB, UK",,,https://en.wikipedia.org/wiki/Apple_Corps
London,UK,Pop Culture,David Bowie birthplace (Blue Plaque location),"40 Stansfield Road, Brixton, London SW9 9NQ, UK",,,https://en.wikipedia.org/wiki/David_Bowie
London,UK,Pop Culture,British Grove Studios,"20 British Grove, Chiswick, London W4 2NH, UK",,,https://en.wikipedia.org/wiki/British_Grove_Studios
London,UK,Pop Culture,BBC Television Centre,"101 Wood Lane, London W12 7FA, UK",,,"https://en.wikipedia.org/wiki/Television_Centre,_London"
London,UK,Pop Culture,Ziggy Stardust plaque site (David Bowie),"23 Heddon Street, London W1B 4BQ, UK","This is the spot associated with the famous ""Ziggy Stardust"" photo shoot era, memorialized by a plaque and frequently cited in Bowie histories.",David Bowie,https://en.wikipedia.org/wiki/The_Rise_and_Fall_of_Ziggy_Stardust_and_the_Spiders_from_Mars
London,UK,Pop Culture,Ian Fleming home (blue plaque site),"22b Ebury Street, London SW1W 0LU, UK","Ian Fleming lived here; it’s a documented London address associated with the creator of James Bond, a defining franchise in global popular culture.",Ian Fleming,https://en.wikipedia.org/wiki/Ian_Fleming
London,UK,Pop Culture,Amy Winehouse home (Camden Square),"30 Camden Square, London NW1 9XL, UK","This was Amy Winehouse’s home in Camden, strongly tied to her public story and widely reported as the location where she died in 2011.",Amy Winehouse,https://en.wikipedia.org/wiki/Amy_Winehouse
London,UK,Pop Culture,Handel & Hendrix in London (Jimi Hendrix’s flat),"25 Brook Street, London W1K 4HB, UK","Jimi Hendrix lived here in 1968–1969, and the preserved rooms and documented residency connect directly to his London period and creative peak.",Jimi Hendrix,https://handelhendrix.org/
London,UK,Pop Culture,Trident Studios (historic studio site),"17 St Anne's Court, London W1F 0BQ, UK",Trident hosted major recordings by era-defining artists and is repeatedly cited in accounts of late-1960s/1970s British pop and rock production.,David Bowie / Queen / The Beatles (notable sessions),https://en.wikipedia.org/wiki/Trident_Studios
London,UK,Institutions,Royal Veterinary College (Camden Campus),"Royal College Street, London NW1 0TU, UK",,,https://en.wikipedia.org/wiki/Royal_Veterinary_College
London,UK,Institutions,Stationers' Hall (Worshipful Company of Stationers and Newspaper Makers),"Ave Maria Lane, London EC4M 7DD, UK",,,https://en.wikipedia.org/wiki/Stationers%27_Hall
London,UK,Institutions,Royal Geographical Society (with IBG),"1 Kensington Gore, London SW7 2AR, UK",,,https://en.wikipedia.org/wiki/Royal_Geographical_Society
London,UK,Institutions,St Thomas' Hospital,"Westminster Bridge Road, London SE1 7EH, UK",,,https://en.wikipedia.org/wiki/St_Thomas%27_Hospital
London,UK,Institutions,Great Ormond Street Hospital for Children,"Great Ormond Street, London WC1N 3JH, UK",,,https://en.wikipedia.org/wiki/Great_Ormond_Street_Hospital
London,UK,Institutions,Royal Academy of Dramatic Art (RADA),"62 Gower Street, London WC1E 6ED, UK","RADA was established to professionalize actor training in Britain, and this address anchors the institution associated with its founding driving force.",Sir Herbert Beerbohm Tree (founder of RADA),https://en.wikipedia.org/wiki/Royal_Academy_of_Dramatic_Art
London,UK,Institutions,Wellcome Collection / Wellcome Trust (Euston Road),"183 Euston Road, London NW1 2BE, UK",This site embodies Henry Wellcome’s legacy of funding medical research and public engagement through the Wellcome Trust and associated institutions.,Sir Henry Wellcome,https://en.wikipedia.org/wiki/Wellcome_Collection
London,UK,Institutions,National Portrait Gallery,"St Martin’s Place, London WC2H 0HE, UK",This institution was founded to preserve and display portraits of historically significant figures; it is closely tied to the parliamentary champion who pushed for its creation.,"Philip Stanhope, 4th Earl Stanhope (founder/advocate)","https://en.wikipedia.org/wiki/National_Portrait_Gallery,_London"
London,UK,Institutions,Royal College of Physicians,"11 St Andrews Place, Regent’s Park, London NW1 4LE, UK","The College is a key professional institution for physicians, tracing its foundation to royal chartering efforts led by Thomas Linacre.",Thomas Linacre (founder of the Royal College of Physicians),https://en.wikipedia.org/wiki/Royal_College_of_Physicians
London,UK,Institutions,London School of Hygiene & Tropical Medicine,"Keppel Street, London WC1E 7HT, UK","A major public-health institution in London, the school is closely linked to epidemiologist Austin Bradford Hill’s landmark work in modern medical statistics and trials.",Austin Bradford Hill,https://en.wikipedia.org/wiki/London_School_of_Hygiene_%26_Tropical_Medicine
London,UK,Institutions,Royal Court Theatre,"50–51 Sloane Square, London SW1W 8AS",,"John Osborne ('Look Back in Anger' premiere, 1956) and modern British theatre developments",https://en.wikipedia.org/wiki/Royal_Court_Theatre
London,UK,Institutions,Abbey Road Studios,"3 Abbey Road, London NW8 9AY",,"The Beatles (recording sessions, including the 'Abbey Road' era); EMI recording legacy",https://en.wikipedia.org/wiki/Abbey_Road_Studios
London,UK,Institutions,Maudsley Hospital,"Denmark Hill, London SE5 8AZ",,Modern psychiatry and mental health research in the UK (Maudsley’s clinical and academic influence),https://en.wikipedia.org/wiki/Maudsley_Hospital
London,UK,Institutions,St Mary's Hospital (Paddington) – Fleming Building,"Praed Street, London W2 1NY",,"Alexander Fleming (discovery of penicillin, 1928, at St Mary’s)","https://en.wikipedia.org/wiki/St_Mary%27s_Hospital,_London"
London,UK,Institutions,Royal Institution of Great Britain,"21 Albemarle Street, London W1S 4BS",,Michael Faraday (electromagnetism lectures and experiments); Sir Humphry Davy,https://en.wikipedia.org/wiki/Royal_Institution
London,UK,Science & Technology,Westminster Abbey (grave of Charles Darwin),"Westminster Abbey, 20 Deans Yard, London SW1P 3PA, UK","Charles Darwin is buried in Westminster Abbey, reflecting his profound impact on biology through evolution by natural selection. The Abbey provides a precise, named burial site strongly associated with Darwin.",Charles Darwin,https://en.wikipedia.org/wiki/Charles_Darwin
London,UK,Science & Technology,"Royal Botanic Gardens, Kew (Herbarium building associated with Joseph Dalton Hooker)","Royal Botanic Gardens, Kew, Richmond, London TW9 3AE, UK","Joseph Dalton Hooker, a leading botanist and close collaborator of Darwin, directed Kew and advanced systematic botany and biogeography. Kew’s scientific buildings are directly tied to his professional work and leadership.",Joseph Dalton Hooker,https://en.wikipedia.org/wiki/Joseph_Dalton_Hooker
London,UK,Science & Technology,Brunel Museum (Thames Tunnel site),"Railway Avenue, London SE16 4LF, UK",This site preserves the Thames Tunnel works and engine house associated with Marc Isambard Brunel and Isambard Kingdom Brunel. It is a specific address tied to a major feat of civil and mechanical engineering.,Marc Isambard Brunel & Isambard Kingdom Brunel / Thames Tunnel project,https://en.wikipedia.org/wiki/Brunel_Museum
London,UK,Science & Technology,St Paul’s Cathedral (tomb of Christopher Wren),"St Paul's Cathedral, St. Paul's Churchyard, London EC4M 8AD, UK","Christopher Wren, also a scientist and a founder figure of early modern British science institutions, is buried here. The cathedral contains his tomb and epitaph, linking the site directly to Wren.",Sir Christopher Wren,https://en.wikipedia.org/wiki/Christopher_Wren
London,UK,Science & Technology,Highgate Cemetery (grave of Michael Faraday),"Highgate Cemetery, Swain's Lane, London N6 6PJ, UK","Michael Faraday is buried in Highgate Cemetery, providing a precise memorial location for one of the most influential experimental scientists in electricity and magnetism. The grave is a direct physical link to his life and legacy.",Michael Faraday,https://en.wikipedia.org/wiki/Michael_Faraday
London,UK,Science & Technology,Broad Street cholera outbreak site (John Snow investigation),"Broadwick Street, Soho, London W1F 0DG",,1854 cholera outbreak investigation by John Snow; foundational event in epidemiology and public health,https://en.wikipedia.org/wiki/1854_Broad_Street_cholera_outbreak
London,UK,Science & Technology,"Former Post Office Research Station, Dollis Hill (early computing / Colossus links)","Dollis Hill Lane, London NW2 6NF",,Post Office engineering research; links to wartime electronics and Tommy Flowers’ development work relevant to Colossus-era engineering,https://en.wikipedia.org/wiki/Post_Office_Research_Station
London,UK,Science & Technology,"Birkbeck, University of London (Franklin’s later workplace)","Malet Street, London WC1E 7HX",,"Rosalind Franklin’s later research at Birkbeck (viruses, including tobacco mosaic virus)",https://www.bbk.ac.uk/about-us/history
London,UK,Science & Technology,Institution of Civil Engineers (ICE) headquarters,"One Great George Street, Westminster, London SW1P 3AA",,"Professional body central to civil engineering practice, infrastructure standards, and engineering knowledge exchange",https://www.ice.org.uk/
London,UK,Science & Technology,Isaac Newton’s London residence (blue plaque site),"35 St Martin’s Street, London WC2H 7HP",,Isaac Newton lived here while President of the Royal Society and Master of the Mint,https://www.english-heritage.org.uk/visit/blue-plaques/isaac-newton/
London,UK,Politics & Social Movements,Elizabeth Garrett Anderson former home (Euston Square area),"20 Upper Berkeley Street, Marylebone, London W1H 7PF, UK",Anderson’s London addresses are closely tied to campaigns that opened professional life to women; she became a leading figure in women’s rights and public life reform.,Elizabeth Garrett Anderson,https://en.wikipedia.org/wiki/Elizabeth_Garrett_Anderson
London,UK,Politics & Social Movements,George Orwell former home (Canonbury Square),"27B Canonbury Square, Islington, London N1 2AN, UK",Orwell lived here while writing politically influential essays and novels; his anti-totalitarian work became central to 20th-century democratic and socialist debates.,George Orwell,https://en.wikipedia.org/wiki/George_Orwell
London,UK,Politics & Social Movements,Emmeline Pankhurst statue (suffragette memorial),"Victoria Tower Gardens, Millbank, Westminster, London SW1P 3JX, UK","This memorial marks Pankhurst’s pivotal role in militant suffragette organizing, which transformed the struggle for votes for women into a decisive political force.",Emmeline Pankhurst,https://en.wikipedia.org/wiki/Emmeline_Pankhurst_Memorial
London,UK,Politics & Social Movements,William Ewart Gladstone former London residence (Carlton House Terrace),"11 Carlton House Terrace, St James's, London SW1Y 5AH, UK","Gladstone, a pivotal Liberal statesman of the 19th century, is associated with elite political London addresses like this during his premierships and reform battles.",William Ewart Gladstone,https://en.wikipedia.org/wiki/William_Ewart_Gladstone
London,UK,Politics & Social Movements,Clement Attlee memorial (Westminster Abbey),"Westminster Abbey, 20 Deans Yd, Westminster, London SW1P 3PA, UK",Attlee is commemorated at Westminster Abbey; he led the post-war Labour government that built the modern welfare state and created the NHS.,Clement Attlee,https://en.wikipedia.org/wiki/Clement_Attlee
London,UK,Politics & Social Movements,Karl Marx’s grave (Highgate Cemetery),"Highgate Cemetery (West), Swain's Lane, London N6 6PJ, UK",,,https://en.wikipedia.org/wiki/Highgate_Cemetery#Karl_Marx
London,UK,Politics & Social Movements,HMP Holloway (former) (Imprisonment of suffragettes and other political prisoners),"Holloway Prison (former), Parkhurst Road, London N7 0NU, UK",,,https://en.wikipedia.org/wiki/HM_Prison_Holloway
London,UK,Politics & Social Movements,Friends House (Quaker peace and social justice activism),"Friends House, 173–177 Euston Road, London NW1 2BJ, UK",,,"https://en.wikipedia.org/wiki/Friends_House,_London"
London,UK,Politics & Social Movements,Karl Marx’s London residence (Soho),"28 Dean Street, Soho, London W1D 3DZ, UK",,,https://en.wikipedia.org/wiki/Karl_Marx
London,UK,Politics & Social Movements,"Kingsley Hall (Mahatma Gandhi’s stay in London, 1931)","Kingsley Hall, Powis Road, Bromley-by-Bow, London E3 3HJ, UK",,,"https://en.wikipedia.org/wiki/Kingsley_Hall,_London"
London,UK,Politics & Social Movements,Vladimir Lenin residence (Islington),"30 Holford Square, London N1 1LR, UK",,Vladimir Lenin (lived here 1902–1903 while in exile),https://en.wikipedia.org/wiki/30_Holford_Square
London,UK,Politics & Social Movements,Toynbee Hall,"28 Commercial Street, London E1 6LS, UK",,Settlement movement / social reform (community work and anti-poverty initiatives since 1884),https://en.wikipedia.org/wiki/Toynbee_Hall
London,UK,Politics & Social Movements,Black Cultural Archives,"1 Windrush Square, Brixton, London SW2 1EF, UK",,Black British history and civil-rights movements (archives and exhibitions),https://en.wikipedia.org/wiki/Black_Cultural_Archives
London,UK,Politics & Social Movements,London School of Economics (LSE) – Old Building (founding site area),"Houghton Street, London WC2A 2AE, UK",,Fabian Society / social reform (LSE founded by Fabian figures in 1895),https://en.wikipedia.org/wiki/London_School_of_Economics
London,UK,Politics & Social Movements,The Women’s Library (at LSE Library),"LSE Library, 10 Portugal Street, London WC2A 2HD, UK",,Women’s suffrage and feminist movements (major archive collection),https://en.wikipedia.org/wiki/The_Women%27s_Library
London,UK,Sports,Harold Abrahams (memorial/ashes at Golders Green Crematorium),"Golders Green Crematorium, Hoop Lane, London NW11 7NL, UK","1924 Olympic 100m champion Abrahams (depicted in 'Chariots of Fire') is commemorated here, connecting London to a defining moment in British athletics.",Harold Abrahams,https://en.wikipedia.org/wiki/Harold_Abrahams
London,UK,Sports,Bobby Moore (statue at London Stadium),"London Stadium, Queen Elizabeth Olympic Park, London E20 2ST, UK","A prominent memorial to West Ham United and England captain Bobby Moore, celebrating his legacy at the club’s current home ground.",Bobby Moore,https://en.wikipedia.org/wiki/London_Stadium
London,UK,Sports,Laurie Cunningham (grave),"Kensal Green Cemetery, Harrow Road, London W10 4RA, UK","A trailblazing Black English footballer who starred for West Bromwich Albion, Real Madrid and England, Cunningham is buried here after his death in 1989.",Laurie Cunningham,https://en.wikipedia.org/wiki/Laurie_Cunningham
London,UK,Sports,David Beckham (birthplace),"Whipps Cross University Hospital, Whipps Cross Road, London E11 1NR, UK",Beckham became one of the most famous footballers in the world; this hospital is widely cited as his birthplace in London.,David Beckham,https://en.wikipedia.org/wiki/David_Beckham
London,UK,Sports,Bill Nicholson (statue),"Tottenham Hotspur Stadium, Bill Nicholson Way, London N17 0AP, UK","The statue honors Tottenham’s most successful manager, who led the club to the historic 1961 Double and multiple major trophies.",Bill Nicholson,https://en.wikipedia.org/wiki/Bill_Nicholson
London,UK,Sports,Tottenham Hotspur Stadium,"Tottenham Hotspur Stadium, 782 High Road, London N17 0AP, UK",,,https://en.wikipedia.org/wiki/Tottenham_Hotspur_Stadium
London,UK,Sports,Wimbledon Stadium (former greyhound & speedway venue),"Wimbledon Stadium (former), Plough Lane, London SW17 0BL, UK",,,https://en.wikipedia.org/wiki/Wimbledon_Stadium
London,UK,Sports,All England Lawn Tennis & Croquet Club (Wimbledon Championships site),"All England Lawn Tennis & Croquet Club, Church Road, London SW19 5AE, UK",,,https://en.wikipedia.org/wiki/All_England_Lawn_Tennis_and_Croquet_Club
London,UK,Sports,Stamford Bridge (Chelsea FC),"Stamford Bridge, Fulham Road, London SW6 1HS, UK",,,https://en.wikipedia.org/wiki/Stamford_Bridge_(stadium)
London,UK,Sports,Royal Artillery Barracks (London 2012 Olympic shooting venue),"Royal Artillery Barracks, Repository Road, London SE18 4QH, UK",,,https://en.wikipedia.org/wiki/Royal_Artillery_Barracks
Paris,France,Literature,Cimetière du Montparnasse — Jean-Paul Sartre & Simone de Beauvoir grave,"3 Boulevard Edgar-Quinet, 75014 Paris, France",,,https://en.wikipedia.org/wiki/Cimetière_du_Montparnasse
Paris,France,Literature,Maison de Balzac,"47 Rue Raynouard, 75016 Paris, France",,,https://en.wikipedia.org/wiki/Maison_de_Balzac
Paris,France,Literature,Colette last Paris home (Palais-Royal),"9 Rue de Beaujolais, 75001 Paris, France",,,https://en.wikipedia.org/wiki/Colette
Paris,France,Literature,Collège de France (Roland Barthes chair site),"11 Place Marcelin-Berthelot, 75005 Paris, France",,,https://en.wikipedia.org/wiki/Coll%C3%A8ge_de_France
Paris,France,Literature,Hôtel de Massa (Société des Gens de Lettres),"38 Rue du Faubourg Saint-Jacques, 75014 Paris, France",,,https://en.wikipedia.org/wiki/H%C3%B4tel_de_Massa
Paris,France,Literature,Émile Zola’s Paris apartment (plaque site),"21 Rue de Bruxelles, 75009 Paris, France",,Émile Zola lived here; Zola’s Paris addresses are closely tied to his literary career and public life (including the Dreyfus Affair period context).,https://en.wikipedia.org/wiki/%C3%89mile_Zola
Paris,France,Literature,Marguerite Duras residence (Rue Saint-Benoît),"5 Rue Saint-Benoît, 75006 Paris, France",,Marguerite Duras lived and worked here for decades; the address is strongly associated with her literary output and public life.,https://en.wikipedia.org/wiki/Marguerite_Duras
Paris,France,Literature,Ernest Hemingway’s Paris residence (Rue du Cardinal Lemoine),"74 Rue du Cardinal Lemoine, 75005 Paris, France",,Ernest Hemingway lived here in the 1920s; these years are central to his memoir A Moveable Feast.,https://en.wikipedia.org/wiki/Ernest_Hemingway
Paris,France,Literature,Oscar Wilde’s tomb (Père Lachaise Cemetery),"Cimetière du Père-Lachaise, 16 Rue du Repos, 75020 Paris, France",,Oscar Wilde is buried here; the tomb is an internationally notable literary pilgrimage site.,https://en.wikipedia.org/wiki/Oscar_Wilde
Paris,France,Literature,Simone de Beauvoir residence (plaque site),"11bis Rue Schoelcher, 75014 Paris, France",,Simone de Beauvoir lived here in later life; a significant address connected to her writing and legacy in French literature and philosophy.,https://en.wikipedia.org/wiki/Simone_de_Beauvoir
Paris,France,Literature,Éditions Gallimard (publisher headquarters),"5 Rue Gaston Gallimard, 75007 Paris, France",,,https://en.wikipedia.org/wiki/%C3%89ditions_Gallimard
Paris,France,Literature,La Closerie des Lilas,"171 Boulevard du Montparnasse, 75006 Paris, France",,,https://en.wikipedia.org/wiki/Closerie_des_Lilas
Paris,France,Literature,Bibliothèque nationale de France (BnF) — Richelieu site,"58 Rue de Richelieu, 75002 Paris, France",,,https://en.wikipedia.org/wiki/Biblioth%C3%A8que_nationale_de_France
Paris,France,Literature,Gertrude Stein & Alice B. Toklas salon apartment (27 rue de Fleurus),"27 Rue de Fleurus, 75006 Paris, France",,,https://en.wikipedia.org/wiki/Gertrude_Stein
Paris,France,Literature,École normale supérieure (Ulm) — writers’ alma mater,"45 Rue d'Ulm, 75005 Paris, France",,,https://en.wikipedia.org/wiki/%C3%89cole_normale_sup%C3%A9rieure_(Paris)
Paris,France,Economics & Business,Rothschild & Co (Paris headquarters),"23 bis Avenue de Messine, 75008 Paris, France",,,https://en.wikipedia.org/wiki/Rothschild_%26_Co
Paris,France,Economics & Business,AXA Group (Head Office),"25 Avenue Matignon, 75008 Paris, France",,,https://en.wikipedia.org/wiki/Axa
Paris,France,Economics & Business,Station F (startup campus),"5 Parvis Alan Turing, 75013 Paris, France",,,https://en.wikipedia.org/wiki/Station_F
Paris,France,Economics & Business,INSEE (Institut national de la statistique et des études économiques) – Paris office,"88 Avenue Verdier, 75010 Paris, France",,,https://en.wikipedia.org/wiki/INSEE
Paris,France,Economics & Business,Palais Brongniart (former Paris Stock Exchange building),"16 Place de la Bourse, 75002 Paris, France",,,https://en.wikipedia.org/wiki/Palais_Brongniart
Paris,France,Economics & Business,Cartier (historic flagship at Rue de la Paix),"13 Rue de la Paix, 75002 Paris, France",,,https://en.wikipedia.org/wiki/Cartier_(jeweler)
Paris,France,Economics & Business,"Ministère de l’Économie, des Finances et de la Souveraineté industrielle et numérique (Bercy)","139 Rue de Bercy, 75012 Paris, France",,,"https://en.wikipedia.org/wiki/Minister_of_the_Economy,_Finance_and_Industry_(France)"
Paris,France,Economics & Business,BNP Paribas (head office),"16 Boulevard des Italiens, 75009 Paris, France",,,https://en.wikipedia.org/wiki/BNP_Paribas
Paris,France,Economics & Business,Monnaie de Paris (Paris Mint),"11 Quai de Conti, 75006 Paris, France",,,https://en.wikipedia.org/wiki/Monnaie_de_Paris
Paris,France,Economics & Business,Galeries Lafayette Haussmann (flagship department store),"40 Boulevard Haussmann, 75009 Paris, France",,,https://en.wikipedia.org/wiki/Galeries_Lafayette
Paris,France,Economics & Business,"Karl Marx residence in Paris (1843–1845, commonly cited address)","38 Rue Vaneau, 75007 Paris, France",,,
Paris,France,Economics & Business,Quai d’Orsay (French Foreign Ministry; Paris Peace Conference diplomacy),"37 Quai d'Orsay, 75007 Paris, France",,,https://en.wikipedia.org/wiki/Quai_d%27Orsay
Paris,France,Economics & Business,Organisation for Economic Co-operation and Development (OECD) Headquarters (Château de la Muette),"2 Rue André-Pascal, 75016 Paris, France",,,https://en.wikipedia.org/wiki/OECD
Paris,France,Economics & Business,Louis Vuitton first store location (founding retail address),"4 Rue Neuve-des-Capucines, 75002 Paris, France",,,https://en.wikipedia.org/wiki/Louis_Vuitton
Paris,France,Economics & Business,Paris School of Economics (PSE),"48 Boulevard Jourdan, 75014 Paris, France",,,https://en.wikipedia.org/wiki/Paris_School_of_Economics
Paris,France,Economics & Business,International Chamber of Commerce (ICC) headquarters,"33-43 Avenue du Président Wilson, 75116 Paris, France",,,https://iccwbo.org/about-us/contact-us/
Paris,France,Economics & Business,Lazard (Paris office),"25 Rue de Courcelles, 75008 Paris, France",,,https://www.lazard.com/contact/
Paris,France,Economics & Business,Le Bon Marché (department store founded/expanded by Aristide Boucicaut),"24 Rue de Sèvres, 75007 Paris, France",,,https://www.lebonmarche.com
Paris,France,Economics & Business,"Cimetière du Montparnasse (tomb of Aristide & Marguerite Boucicaut, retail pioneers)","3 Boulevard Edgar-Quinet, 75014 Paris, France",,,https://en.wikipedia.org/wiki/Montparnasse_Cemetery
Paris,France,Economics & Business,Autorité de la concurrence (French Competition Authority),"11 Rue de l’Échelle, 75001 Paris, France",,,https://www.autoritedelaconcurrence.fr/en/contact-us
Paris,France,Art,Académie de la Grande Chaumière (art school/atelier),"14 Rue de la Grande Chaumière, 75006 Paris, France",,,https://en.wikipedia.org/wiki/Acad%C3%A9mie_de_la_Grande_Chaumi%C3%A8re
Paris,France,Art,"Atelier Mourlot (lithography workshop associated with Picasso, Matisse, Chagall)","8 Rue de Chabrol, 75010 Paris, France",,,https://en.wikipedia.org/wiki/Atelier_Mourlot
Paris,France,Art,Constantin Brâncuși’s former Paris studio site (Impasse Ronsin),"11 Impasse Ronsin, 75015 Paris, France",,,https://en.wikipedia.org/wiki/Constantin_Br%C3%A2ncu%C8%99i
Paris,France,Art,Musée national Eugène-Delacroix (Delacroix’s last apartment and studio),"6 Rue de Fürstenberg, 75006 Paris, France",,,https://en.wikipedia.org/wiki/Mus%C3%A9e_national_Eug%C3%A8ne_Delacroix
Paris,France,Art,Musée Zadkine (Ossip Zadkine’s house and studio),"100 bis Rue d'Assas, 75006 Paris, France",,,https://en.wikipedia.org/wiki/Mus%C3%A9e_Zadkine
Paris,France,Art,Cimetière du Montparnasse (Camille Claudel grave),"3 Boulevard Edgar-Quinet, 75014 Paris, France",Camille Claudel’s grave is a concrete memorial site for a major sculptor whose career and reception are deeply entwined with Paris’s art world.,Camille Claudel,https://en.wikipedia.org/wiki/Camille_Claudel
